Customer_ID,Order_Date,Product,Unit_Price,Quantity,Total_Revenue,Total_Cost,Profit,Region,Sales_Channel,Payment_Method
CUST_001257,1/12/2022,Smartwatch,299.25,5,1496.25,1017.45,478.8,North_America,Direct_Sales,Bank_Transfer
CUST_002240,1/12/2022,Gaming_Console,318.83,4,1275.32,994.75,280.57,Latin_America,Direct_Sales,PayPal
CUST_000724,1/13/2022,Speaker,489.66,2,979.32,636.56,342.76,Latin_America,Partner,Debit_Card
CUST_002084,1/13/2022,Laptop,833.83,2,1667.66,1250.75,416.91,Middle_East_Africa,Online,Cash
CUST_000145,1/13/2022,Speaker,420.15,1,420.15,273.1,147.05,Middle_East_Africa,Online,Credit_Card
CUST_002406,1/13/2022,Speaker,303.43,4,1213.72,788.92,424.8,Asia_Pacific,Retail_Store,Credit_Card
CUST_001457,1/13/2022,Tablet,732.1,3,2196.3,1581.34,614.96,Middle_East_Africa,Partner,Debit_Card
CUST_000540,1/13/2022,Smartwatch,584.72,4,2338.88,1590.44,748.44,Asia_Pacific,Online,Bank_Transfer
CUST_000965,1/13/2022,Speaker,417.01,5,2085.05,1355.28,729.77,North_America,Online,PayPal
CUST_000270,1/14/2022,Tablet,634.9,4,2539.6,1828.51,711.09,Latin_America,Online,Credit_Card
CUST_001433,1/14/2022,Laptop,1030.34,3,3091.02,2318.26,772.76,Middle_East_Africa,Online,Credit_Card
CUST_000999,1/14/2022,Laptop,995.34,4,3981.36,2986.02,995.34,Europe,Partner,Bank_Transfer
CUST_000008,1/14/2022,Smartphone,646.87,2,1293.74,905.62,388.12,Middle_East_Africa,Retail_Store,Bank_Transfer
CUST_000707,1/14/2022,Tablet,769.52,5,3847.6,2770.27,1077.33,Europe,Partner,Debit_Card
CUST_001748,1/15/2022,Camera,740.65,4,2962.6,2162.7,799.9,Asia_Pacific,Retail_Store,Bank_Transfer
CUST_002019,1/15/2022,Smartphone,574.17,5,2870.85,2009.59,861.26,Middle_East_Africa,Online,Credit_Card
CUST_000209,1/16/2022,Camera,1499.29,2,2998.58,2188.96,809.62,Middle_East_Africa,Retail_Store,Debit_Card
CUST_002440,1/16/2022,Camera,1287.22,4,5148.88,3758.68,1390.2,Asia_Pacific,Retail_Store,PayPal
CUST_001323,1/16/2022,Camera,473.33,1,473.33,345.53,127.8,Middle_East_Africa,Direct_Sales,Bank_Transfer
CUST_000667,1/17/2022,Camera,525.71,2,1051.42,767.54,283.88,North_America,Partner,Debit_Card
CUST_000241,1/17/2022,Speaker,189.12,4,756.48,491.71,264.77,Middle_East_Africa,Partner,PayPal
CUST_002482,1/17/2022,Camera,912.18,4,3648.72,2663.57,985.15,North_America,Direct_Sales,Credit_Card
CUST_000811,1/17/2022,Camera,646.75,4,2587,1888.51,698.49,Middle_East_Africa,Direct_Sales,Cash
CUST_001214,1/17/2022,Camera,1158.1,2,2316.2,1690.83,625.37,Latin_America,Partner,Bank_Transfer
CUST_000660,1/18/2022,Gaming_Console,332.27,1,332.27,259.17,73.1,North_America,Retail_Store,PayPal
CUST_000476,1/19/2022,Headphones,358.79,5,1793.95,1076.37,717.58,Middle_East_Africa,Online,Bank_Transfer
CUST_001652,1/19/2022,Smartphone,957.99,4,3831.96,2682.37,1149.59,Asia_Pacific,Direct_Sales,Credit_Card
CUST_001915,1/20/2022,Laptop,900.83,5,4504.15,3378.11,1126.04,Middle_East_Africa,Online,PayPal
CUST_001867,1/20/2022,Tablet,527.63,3,1582.89,1139.68,443.21,Middle_East_Africa,Direct_Sales,PayPal
CUST_001641,1/21/2022,Smartwatch,218.91,2,437.82,297.72,140.1,Asia_Pacific,Partner,Credit_Card
CUST_001167,1/21/2022,Headphones,288.93,5,1444.65,866.79,577.86,Europe,Online,Credit_Card
CUST_002190,1/21/2022,Smartphone,609.99,1,609.99,426.99,183,Middle_East_Africa,Direct_Sales,Cash
CUST_000815,1/21/2022,Speaker,204.48,4,817.92,531.65,286.27,Middle_East_Africa,Direct_Sales,Credit_Card
CUST_001237,1/21/2022,Smartphone,595.88,1,595.88,417.12,178.76,North_America,Retail_Store,PayPal
CUST_000312,1/21/2022,Camera,873.95,5,4369.75,3189.92,1179.83,Latin_America,Partner,Credit_Card
CUST_001133,1/21/2022,Camera,1471.88,2,2943.76,2148.94,794.82,Asia_Pacific,Direct_Sales,PayPal
CUST_000779,1/22/2022,Gaming_Console,479.18,1,479.18,373.76,105.42,North_America,Retail_Store,Debit_Card
CUST_000245,1/22/2022,Smartphone,367.22,2,734.44,514.11,220.33,Europe,Retail_Store,Cash
CUST_001707,1/22/2022,Headphones,296.08,5,1480.4,888.24,592.16,North_America,Direct_Sales,PayPal
CUST_000152,1/23/2022,Camera,952.99,1,952.99,695.68,257.31,North_America,Online,Debit_Card
CUST_002056,1/23/2022,Laptop,1947.82,2,3895.64,2921.73,973.91,North_America,Retail_Store,Credit_Card
CUST_002098,1/23/2022,Smartwatch,398.78,1,398.78,271.17,127.61,North_America,Retail_Store,Debit_Card
CUST_001466,1/23/2022,Speaker,109.93,1,109.93,71.45,38.48,Latin_America,Partner,PayPal
CUST_000069,1/23/2022,Smartphone,854.27,5,4271.35,2989.95,1281.4,Latin_America,Retail_Store,Bank_Transfer
CUST_000920,1/25/2022,Speaker,204.21,1,204.21,132.74,71.47,North_America,Retail_Store,PayPal
CUST_000203,1/25/2022,Camera,483.53,2,967.06,705.95,261.11,Middle_East_Africa,Direct_Sales,Bank_Transfer
CUST_000886,1/25/2022,Camera,1058.42,3,3175.26,2317.94,857.32,Latin_America,Direct_Sales,Bank_Transfer
CUST_000857,1/26/2022,Camera,1044.12,4,4176.48,3048.83,1127.65,North_America,Direct_Sales,PayPal
CUST_001992,1/27/2022,Speaker,290.9,1,290.9,189.08,101.82,North_America,Online,Bank_Transfer
CUST_000194,1/27/2022,Laptop,1253.05,3,3759.15,2819.36,939.79,Europe,Direct_Sales,Cash
CUST_000046,1/27/2022,Smartphone,615.07,1,615.07,430.55,184.52,Latin_America,Partner,Credit_Card
CUST_002059,1/27/2022,Smartphone,524.44,3,1573.32,1101.32,472,Middle_East_Africa,Retail_Store,Debit_Card
CUST_001193,1/27/2022,Gaming_Console,405.03,2,810.06,631.85,178.21,Europe,Online,Bank_Transfer
CUST_001804,1/28/2022,Smartwatch,461.33,2,922.66,627.41,295.25,Asia_Pacific,Partner,Cash
CUST_000547,1/28/2022,Gaming_Console,428.97,5,2144.85,1672.98,471.87,Latin_America,Direct_Sales,Credit_Card
CUST_001376,1/28/2022,Headphones,272.64,4,1090.56,654.34,436.22,Asia_Pacific,Direct_Sales,Debit_Card
CUST_000284,1/28/2022,Smartphone,1072.19,5,5360.95,3752.66,1608.29,North_America,Direct_Sales,Bank_Transfer
CUST_001754,1/29/2022,Camera,1108.43,5,5542.15,4045.77,1496.38,North_America,Direct_Sales,PayPal
CUST_000217,1/29/2022,Gaming_Console,317.71,5,1588.55,1239.07,349.48,Latin_America,Online,Bank_Transfer
CUST_000890,1/29/2022,Camera,1057.81,4,4231.24,3088.81,1142.43,Middle_East_Africa,Online,PayPal
CUST_000621,1/29/2022,Speaker,196.05,2,392.1,254.87,137.23,North_America,Online,Debit_Card
CUST_000165,1/29/2022,Gaming_Console,486.87,3,1460.61,1139.28,321.33,North_America,Retail_Store,Cash
CUST_001614,1/29/2022,Smartwatch,311.7,2,623.4,423.91,199.49,North_America,Online,Credit_Card
CUST_000817,1/30/2022,Smartwatch,301.89,2,603.78,410.57,193.21,Middle_East_Africa,Partner,Cash
CUST_002435,1/30/2022,Gaming_Console,363.39,4,1453.56,1133.78,319.78,Asia_Pacific,Online,Credit_Card
CUST_001699,1/31/2022,Speaker,420.69,4,1682.76,1093.79,588.97,Europe,Direct_Sales,Cash
CUST_001539,1/31/2022,Camera,831.85,3,2495.55,1821.75,673.8,North_America,Retail_Store,Bank_Transfer
CUST_001181,2/1/2022,Laptop,1309.02,2,2618.04,1963.53,654.51,Latin_America,Online,PayPal
CUST_001661,2/3/2022,Headphones,94.17,3,282.51,169.51,113,Middle_East_Africa,Partner,Debit_Card
CUST_001841,2/3/2022,Speaker,424.03,3,1272.09,826.86,445.23,Europe,Retail_Store,Credit_Card
CUST_001671,2/3/2022,Camera,573.43,4,2293.72,1674.42,619.3,Middle_East_Africa,Online,Bank_Transfer
CUST_000918,2/4/2022,Gaming_Console,428.42,1,428.42,334.17,94.25,Middle_East_Africa,Online,Bank_Transfer
CUST_002456,2/5/2022,Smartphone,893.46,5,4467.3,3127.11,1340.19,Europe,Direct_Sales,Debit_Card
CUST_001070,2/6/2022,Smartwatch,442.87,5,2214.35,1505.76,708.59,Europe,Retail_Store,Bank_Transfer
CUST_001244,2/6/2022,Smartphone,744.19,3,2232.57,1562.8,669.77,Latin_America,Retail_Store,Debit_Card
CUST_000598,2/7/2022,Tablet,597.83,1,597.83,430.44,167.39,Middle_East_Africa,Online,Debit_Card
CUST_001480,2/7/2022,Laptop,891.08,3,2673.24,2004.93,668.31,Latin_America,Online,Cash
CUST_001098,2/7/2022,Tablet,436.69,3,1310.07,943.25,366.82,North_America,Retail_Store,PayPal
CUST_002471,2/7/2022,Camera,1367.36,1,1367.36,998.17,369.19,Europe,Partner,Cash
CUST_002444,2/8/2022,Speaker,412.76,3,1238.28,804.88,433.4,Asia_Pacific,Direct_Sales,Credit_Card
CUST_002321,2/8/2022,Tablet,579.84,3,1739.52,1252.45,487.07,Middle_East_Africa,Partner,Credit_Card
CUST_000730,2/9/2022,Headphones,55.54,5,277.7,166.62,111.08,Europe,Online,Credit_Card
CUST_000593,2/9/2022,Camera,765.41,2,1530.82,1117.5,413.32,Middle_East_Africa,Direct_Sales,Debit_Card
CUST_000017,2/10/2022,Headphones,352.09,4,1408.36,845.02,563.34,Europe,Online,Cash
CUST_001865,2/11/2022,Laptop,1709.34,1,1709.34,1282,427.34,Middle_East_Africa,Online,Bank_Transfer
CUST_002034,2/11/2022,Camera,1300.61,4,5202.44,3797.78,1404.66,North_America,Online,Credit_Card
CUST_002346,2/11/2022,Tablet,556.32,5,2781.6,2002.75,778.85,Europe,Partner,Credit_Card
CUST_001529,2/11/2022,Headphones,311.93,1,311.93,187.16,124.77,Asia_Pacific,Direct_Sales,PayPal
CUST_000610,2/12/2022,Headphones,93.53,2,187.06,112.24,74.82,North_America,Retail_Store,Debit_Card
CUST_000121,2/12/2022,Speaker,223.46,1,223.46,145.25,78.21,Asia_Pacific,Retail_Store,Bank_Transfer
CUST_002154,2/12/2022,Smartwatch,583.29,5,2916.45,1983.19,933.26,Asia_Pacific,Partner,Credit_Card
CUST_002119,2/12/2022,Camera,513.93,5,2569.65,1875.84,693.81,Latin_America,Direct_Sales,PayPal
CUST_001588,2/13/2022,Tablet,212.55,1,212.55,153.04,59.51,North_America,Partner,Bank_Transfer
CUST_000922,2/14/2022,Gaming_Console,417.93,1,417.93,325.99,91.94,Asia_Pacific,Partner,Debit_Card
CUST_002062,2/15/2022,Speaker,107.38,2,214.76,139.59,75.17,Middle_East_Africa,Retail_Store,Cash
CUST_002148,2/15/2022,Headphones,94.58,4,378.32,226.99,151.33,North_America,Direct_Sales,Credit_Card
CUST_001765,2/15/2022,Tablet,768.3,2,1536.6,1106.35,430.25,Latin_America,Partner,Debit_Card
CUST_000639,2/16/2022,Speaker,184.32,1,184.32,119.81,64.51,Middle_East_Africa,Partner,Debit_Card
CUST_001141,2/16/2022,Camera,1470.07,3,4410.21,3219.45,1190.76,Middle_East_Africa,Retail_Store,PayPal
CUST_001943,2/16/2022,Laptop,2408.65,2,4817.3,3612.98,1204.32,Europe,Retail_Store,Debit_Card
CUST_001317,2/18/2022,Headphones,205.3,4,821.2,492.72,328.48,North_America,Partner,Debit_Card
CUST_000173,2/18/2022,Camera,1473.1,1,1473.1,1075.36,397.74,North_America,Direct_Sales,Bank_Transfer
CUST_000820,2/19/2022,Smartphone,340.77,3,1022.31,715.62,306.69,Middle_East_Africa,Retail_Store,Debit_Card
CUST_000788,2/19/2022,Laptop,1555,4,6220,4665,1555,Middle_East_Africa,Retail_Store,Debit_Card
CUST_000721,2/19/2022,Gaming_Console,488.48,4,1953.92,1524.06,429.86,Middle_East_Africa,Direct_Sales,PayPal
CUST_000322,2/19/2022,Speaker,425.5,4,1702,1106.3,595.7,Europe,Online,Debit_Card
CUST_000951,2/19/2022,Gaming_Console,477.28,3,1431.84,1116.84,315,Europe,Direct_Sales,PayPal
CUST_001017,2/20/2022,Speaker,278.84,3,836.52,543.74,292.78,Latin_America,Partner,Cash
CUST_001507,2/21/2022,Smartphone,1077.56,3,3232.68,2262.88,969.8,Middle_East_Africa,Online,Bank_Transfer
CUST_000654,2/21/2022,Speaker,411.5,5,2057.5,1337.38,720.12,Latin_America,Retail_Store,Debit_Card
CUST_000531,2/22/2022,Speaker,201.79,4,807.16,524.65,282.51,Middle_East_Africa,Partner,Debit_Card
CUST_002238,2/22/2022,Smartphone,1058.21,1,1058.21,740.75,317.46,North_America,Retail_Store,PayPal
CUST_002246,2/22/2022,Smartwatch,285.36,2,570.72,388.09,182.63,Asia_Pacific,Online,Cash
CUST_000032,2/22/2022,Headphones,206.72,4,826.88,496.13,330.75,Asia_Pacific,Direct_Sales,PayPal
CUST_000529,2/22/2022,Tablet,588.69,1,588.69,423.86,164.83,Europe,Retail_Store,Bank_Transfer
CUST_000336,2/24/2022,Speaker,80.52,4,322.08,209.35,112.73,Latin_America,Partner,Cash
CUST_001287,2/25/2022,Gaming_Console,392.14,4,1568.56,1223.48,345.08,Asia_Pacific,Online,Bank_Transfer
CUST_001349,2/25/2022,Camera,947.28,5,4736.4,3457.57,1278.83,Latin_America,Direct_Sales,Debit_Card
CUST_001163,2/25/2022,Tablet,382.24,4,1528.96,1100.85,428.11,North_America,Partner,Credit_Card
CUST_001035,2/26/2022,Headphones,198.73,5,993.65,596.19,397.46,North_America,Online,Debit_Card
CUST_001733,2/26/2022,Smartwatch,565.48,4,2261.92,1538.11,723.81,Middle_East_Africa,Online,PayPal
CUST_000064,2/27/2022,Smartphone,440.79,2,881.58,617.11,264.47,North_America,Direct_Sales,Cash
CUST_000982,2/27/2022,Gaming_Console,458.63,5,2293.15,1788.66,504.49,North_America,Partner,Debit_Card
CUST_000757,2/27/2022,Smartwatch,154.63,1,154.63,105.15,49.48,North_America,Direct_Sales,Bank_Transfer
CUST_000963,2/28/2022,Speaker,378.62,2,757.24,492.21,265.03,North_America,Partner,Bank_Transfer
CUST_001774,3/1/2022,Smartphone,897.71,5,4488.55,3141.99,1346.56,Asia_Pacific,Retail_Store,PayPal
CUST_000352,3/1/2022,Camera,567.23,3,1701.69,1242.23,459.46,Middle_East_Africa,Partner,Debit_Card
CUST_001471,3/1/2022,Laptop,1842.39,2,3684.78,2763.59,921.19,North_America,Partner,Debit_Card
CUST_001229,3/1/2022,Camera,870.3,2,1740.6,1270.64,469.96,Europe,Online,Cash
CUST_001490,3/2/2022,Smartphone,512.7,4,2050.8,1435.56,615.24,North_America,Partner,Cash
CUST_001517,3/2/2022,Gaming_Console,351.42,1,351.42,274.11,77.31,North_America,Online,PayPal
CUST_001655,3/2/2022,Headphones,131.76,1,131.76,79.06,52.7,Latin_America,Retail_Store,Cash
CUST_001297,3/3/2022,Smartwatch,269.75,2,539.5,366.86,172.64,North_America,Direct_Sales,PayPal
CUST_001177,3/3/2022,Smartphone,396.71,5,1983.55,1388.48,595.07,Europe,Retail_Store,Debit_Card
CUST_001957,3/3/2022,Gaming_Console,487.75,1,487.75,380.44,107.31,Latin_America,Online,PayPal
CUST_000459,3/3/2022,Laptop,1284.99,4,5139.96,3854.97,1284.99,Asia_Pacific,Partner,Debit_Card
CUST_000174,3/4/2022,Smartwatch,233.01,1,233.01,158.45,74.56,Middle_East_Africa,Retail_Store,PayPal
CUST_000108,3/4/2022,Laptop,2448.85,3,7346.55,5509.91,1836.64,North_America,Online,Credit_Card
CUST_000508,3/5/2022,Tablet,745.67,3,2237.01,1610.65,626.36,Middle_East_Africa,Partner,Bank_Transfer
CUST_001488,3/6/2022,Speaker,478.54,4,1914.16,1244.2,669.96,North_America,Retail_Store,Credit_Card
CUST_002028,3/7/2022,Speaker,286.55,4,1146.2,745.03,401.17,Middle_East_Africa,Online,Debit_Card
CUST_000445,3/7/2022,Tablet,611.8,4,2447.2,1761.98,685.22,North_America,Direct_Sales,Bank_Transfer
CUST_000877,3/7/2022,Headphones,370.53,4,1482.12,889.27,592.85,Europe,Retail_Store,Cash
CUST_001152,3/8/2022,Gaming_Console,415.75,5,2078.75,1621.42,457.33,Europe,Retail_Store,Debit_Card
CUST_001612,3/8/2022,Laptop,979.86,5,4899.3,3674.48,1224.82,North_America,Direct_Sales,Bank_Transfer
CUST_000891,3/8/2022,Speaker,193.66,2,387.32,251.76,135.56,Latin_America,Partner,Bank_Transfer
CUST_001862,3/9/2022,Smartwatch,289.68,5,1448.4,984.91,463.49,Europe,Partner,Cash
CUST_000633,3/9/2022,Camera,678.41,4,2713.64,1980.96,732.68,Asia_Pacific,Online,Debit_Card
CUST_002427,3/9/2022,Gaming_Console,435.69,4,1742.76,1359.35,383.41,Middle_East_Africa,Direct_Sales,Debit_Card
CUST_001892,3/10/2022,Smartwatch,158.03,3,474.09,322.38,151.71,Latin_America,Direct_Sales,Credit_Card
CUST_000067,3/10/2022,Camera,444.8,4,1779.2,1298.82,480.38,Middle_East_Africa,Direct_Sales,Debit_Card
CUST_000085,3/10/2022,Tablet,561.46,4,2245.84,1617,628.84,Asia_Pacific,Online,Bank_Transfer
CUST_001216,3/10/2022,Tablet,540.47,2,1080.94,778.28,302.66,North_America,Partner,Cash
CUST_001173,3/10/2022,Smartwatch,257.7,1,257.7,175.24,82.46,North_America,Direct_Sales,Bank_Transfer
CUST_001570,3/11/2022,Smartphone,427.93,5,2139.65,1497.75,641.9,Middle_East_Africa,Partner,Debit_Card
CUST_001970,3/12/2022,Headphones,165.12,5,825.6,495.36,330.24,North_America,Direct_Sales,Credit_Card
CUST_002492,3/12/2022,Speaker,339.53,3,1018.59,662.08,356.51,Europe,Partner,PayPal
CUST_001779,3/12/2022,Gaming_Console,378.22,1,378.22,295.01,83.21,Asia_Pacific,Direct_Sales,Cash
CUST_000813,3/12/2022,Smartwatch,541.79,5,2708.95,1842.09,866.86,Middle_East_Africa,Online,PayPal
CUST_001910,3/12/2022,Headphones,357.69,3,1073.07,643.84,429.23,Middle_East_Africa,Retail_Store,Debit_Card
CUST_000849,3/13/2022,Camera,928.05,4,3712.2,2709.91,1002.29,Asia_Pacific,Partner,PayPal
CUST_001200,3/13/2022,Headphones,117.31,5,586.55,351.93,234.62,Europe,Retail_Store,Debit_Card
CUST_001499,3/13/2022,Tablet,453.52,5,2267.6,1632.67,634.93,North_America,Online,PayPal
CUST_000854,3/14/2022,Camera,1360.15,3,4080.45,2978.73,1101.72,Asia_Pacific,Online,PayPal
CUST_001233,3/14/2022,Laptop,2388.72,1,2388.72,1791.54,597.18,Asia_Pacific,Partner,PayPal
CUST_001966,3/14/2022,Smartphone,1083.36,3,3250.08,2275.06,975.02,North_America,Direct_Sales,Credit_Card
CUST_000126,3/14/2022,Smartphone,1019.47,1,1019.47,713.63,305.84,Asia_Pacific,Partner,Cash
CUST_001456,3/14/2022,Speaker,101.83,3,305.49,198.57,106.92,Latin_America,Retail_Store,Cash
CUST_002500,3/15/2022,Smartwatch,558.14,2,1116.28,759.07,357.21,North_America,Direct_Sales,Cash
CUST_001437,3/15/2022,Tablet,513.05,4,2052.2,1477.58,574.62,Latin_America,Retail_Store,Cash
CUST_000930,3/15/2022,Headphones,315.31,4,1261.24,756.74,504.5,Europe,Retail_Store,Bank_Transfer
CUST_002418,3/16/2022,Headphones,359.36,2,718.72,431.23,287.49,Europe,Direct_Sales,PayPal
CUST_000916,3/16/2022,Gaming_Console,320.94,3,962.82,751,211.82,Middle_East_Africa,Partner,Credit_Card
CUST_001322,3/16/2022,Smartphone,503.1,3,1509.3,1056.51,452.79,Middle_East_Africa,Retail_Store,Cash
CUST_001252,3/16/2022,Camera,623.16,2,1246.32,909.81,336.51,Asia_Pacific,Partner,PayPal
CUST_000306,3/17/2022,Smartphone,656.56,5,3282.8,2297.96,984.84,Asia_Pacific,Direct_Sales,Cash
CUST_000809,3/17/2022,Headphones,189.19,2,378.38,227.03,151.35,Europe,Partner,PayPal
CUST_000066,3/17/2022,Smartphone,620.38,5,3101.9,2171.33,930.57,North_America,Online,Bank_Transfer
CUST_001409,3/17/2022,Laptop,1986.72,2,3973.44,2980.08,993.36,Europe,Online,Bank_Transfer
CUST_000738,3/17/2022,Laptop,2040.09,5,10200.45,7650.34,2550.11,Middle_East_Africa,Retail_Store,Bank_Transfer
CUST_001567,3/18/2022,Laptop,969.97,3,2909.91,2182.43,727.48,Latin_America,Partner,Bank_Transfer
CUST_001562,3/18/2022,Laptop,890.84,3,2672.52,2004.39,668.13,Asia_Pacific,Partner,Bank_Transfer
CUST_001015,3/19/2022,Speaker,209.95,4,839.8,545.87,293.93,Middle_East_Africa,Retail_Store,Cash
CUST_000838,3/19/2022,Smartphone,345.38,4,1381.52,967.06,414.46,Middle_East_Africa,Direct_Sales,Bank_Transfer
CUST_000369,3/20/2022,Laptop,913.31,5,4566.55,3424.91,1141.64,Asia_Pacific,Online,Bank_Transfer
CUST_002166,3/22/2022,Headphones,127.96,4,511.84,307.1,204.74,Asia_Pacific,Partner,Bank_Transfer
CUST_000954,3/23/2022,Gaming_Console,392.52,5,1962.6,1530.83,431.77,North_America,Retail_Store,PayPal
CUST_001153,3/23/2022,Camera,1290.11,5,6450.55,4708.9,1741.65,Latin_America,Partner,Bank_Transfer
CUST_000676,3/23/2022,Smartphone,762.03,4,3048.12,2133.68,914.44,Middle_East_Africa,Partner,Debit_Card
CUST_001126,3/23/2022,Camera,579.69,3,1739.07,1269.52,469.55,Europe,Direct_Sales,Debit_Card
CUST_001453,3/24/2022,Laptop,1206.74,5,6033.7,4525.27,1508.43,Europe,Direct_Sales,PayPal
CUST_000283,3/25/2022,Smartphone,385.74,1,385.74,270.02,115.72,Asia_Pacific,Online,Credit_Card
CUST_001146,3/25/2022,Smartwatch,232.91,1,232.91,158.38,74.53,Middle_East_Africa,Direct_Sales,Bank_Transfer
CUST_002498,3/25/2022,Speaker,482.65,4,1930.6,1254.89,675.71,Middle_East_Africa,Online,Debit_Card
CUST_002432,3/26/2022,Laptop,1928.05,4,7712.2,5784.15,1928.05,Asia_Pacific,Direct_Sales,Cash
CUST_001245,3/27/2022,Tablet,321.25,4,1285,925.2,359.8,Asia_Pacific,Partner,PayPal
CUST_001640,3/27/2022,Headphones,351.03,4,1404.12,842.47,561.65,Latin_America,Direct_Sales,PayPal
CUST_001594,3/27/2022,Gaming_Console,467.71,1,467.71,364.81,102.9,Asia_Pacific,Retail_Store,Cash
CUST_002003,3/27/2022,Speaker,420.63,3,1261.89,820.23,441.66,Europe,Retail_Store,Bank_Transfer
CUST_002270,3/27/2022,Camera,1104.1,2,2208.2,1611.99,596.21,Latin_America,Partner,Bank_Transfer
CUST_001815,3/28/2022,Gaming_Console,332.84,4,1331.36,1038.46,292.9,Asia_Pacific,Direct_Sales,Cash
CUST_000947,3/28/2022,Laptop,2194.94,2,4389.88,3292.41,1097.47,Middle_East_Africa,Online,Debit_Card
CUST_001354,3/29/2022,Headphones,166.2,4,664.8,398.88,265.92,Europe,Online,Credit_Card
CUST_000825,3/29/2022,Laptop,1019.6,5,5098,3823.5,1274.5,Latin_America,Partner,Debit_Card
CUST_000151,3/30/2022,Smartphone,1034.94,3,3104.82,2173.37,931.45,Middle_East_Africa,Retail_Store,Credit_Card
CUST_000812,3/31/2022,Speaker,161.16,5,805.8,523.77,282.03,Latin_America,Online,Debit_Card
CUST_001771,3/31/2022,Tablet,237.9,4,951.6,685.15,266.45,Latin_America,Partner,Credit_Card
CUST_001337,4/1/2022,Smartwatch,172.12,2,344.24,234.08,110.16,Middle_East_Africa,Partner,Credit_Card
CUST_000009,4/2/2022,Camera,1151.59,4,4606.36,3362.64,1243.72,Middle_East_Africa,Direct_Sales,PayPal
CUST_001108,4/3/2022,Speaker,172.44,5,862.2,560.43,301.77,Europe,Direct_Sales,Debit_Card
CUST_000671,4/3/2022,Laptop,2286.09,1,2286.09,1714.57,571.52,Asia_Pacific,Direct_Sales,PayPal
CUST_001020,4/3/2022,Gaming_Console,342.35,5,1711.75,1335.16,376.59,Middle_East_Africa,Online,PayPal
CUST_001695,4/4/2022,Smartwatch,521.39,4,2085.56,1418.18,667.38,Middle_East_Africa,Direct_Sales,Cash
CUST_000713,4/4/2022,Smartwatch,219.16,5,1095.8,745.14,350.66,North_America,Retail_Store,Debit_Card
CUST_001079,4/5/2022,Gaming_Console,481.77,2,963.54,751.56,211.98,Asia_Pacific,Online,Bank_Transfer
CUST_001814,4/5/2022,Tablet,569.13,1,569.13,409.77,159.36,Asia_Pacific,Online,Debit_Card
CUST_001547,4/5/2022,Laptop,2354.55,5,11772.75,8829.56,2943.19,North_America,Partner,Credit_Card
CUST_002122,4/6/2022,Gaming_Console,494.57,3,1483.71,1157.29,326.42,Asia_Pacific,Online,Credit_Card
CUST_002289,4/6/2022,Gaming_Console,426.75,2,853.5,665.73,187.77,Europe,Partner,Bank_Transfer
